city_name,date,latitude,longitude,temperature,feels_like,humidity,pressure,wind_speed,wind_direction,wind_gusts,precipitation,cloud_cover,weather_code,visibility,is_day,collection_time,current_time,daily_temp_max,daily_temp_min,daily_precipitation,daily_weather_code,federal_district,timezone,population,tourism_season,comfort_index,weather_description,recommended_activity,tourist_season_match,uv_index_risk,precipitation_type
Тольятти,2026-03-04,53.31,49.25,-4.9,-10.0,82.2,1014.5,14.4,357.0,28.2,0.3,,71,29273.3,,2026-03-01 12:23:40,2026-03-04,-1.5,-6.7,0.3,71,Приволжский,UTC+0,662000,Круглогодично,37,Снег слабый,Домашний отдых,True,Высокий,Снег
Тольятти,2026-03-05,53.31,49.25,-4.8,-9.3,90.0,1011.1,10.7,180.0,20.8,2.8,,77,12125.0,,2026-03-01 12:23:40,2026-03-05,-2.6,-6.9,2.8,77,Приволжский,UTC+0,662000,Круглогодично,33,Погода код 77,Музеи и закрытые развлечения,True,Высокий,Снег
Тольятти,2026-03-06,53.31,49.25,-1.8,-5.1,93.2,1006.1,6.0,234.0,11.4,0.8,,77,2280.4,,2026-03-01 12:23:40,2026-03-06,0.2,-3.4,0.8,77,Приволжский,UTC+0,662000,Круглогодично,42,Погода код 77,Музеи и закрытые развлечения,True,Высокий,Снег
Тольятти,2026-03-07,53.31,49.25,-8.3,-14.9,81.7,1006.7,22.6,358.0,39.8,0.6,,71,12399.2,,2026-03-01 12:23:40,2026-03-07,-2.8,-14.8,0.6,71,Приволжский,UTC+0,662000,Круглогодично,33,Снег слабый,Домашний отдых,True,Высокий,Снег
Тольятти,2026-03-08,53.31,49.25,-14.9,-21.6,80.9,1019.4,20.6,334.0,35.2,0.0,,3,18734.2,,2026-03-01 12:23:40,2026-03-08,-6.3,-19.3,0.0,3,Приволжский,UTC+0,662000,Круглогодично,27,Облачно,Домашний отдых,True,Низкий,Снег
Тольятти,2026-03-09,53.31,49.25,-4.7,-8.6,95.7,1035.1,7.2,251.0,9.7,0.0,,3,19144.2,,2026-03-01 12:23:40,2026-03-09,0.0,-11.4,0.0,3,Приволжский,UTC+0,662000,Круглогодично,34,Облачно,Домашний отдых,True,Низкий,Снег
Тольятти,2026-03-10,53.31,49.25,-1.9,-5.1,97.4,1033.4,5.7,252.0,7.9,0.0,,45,12467.5,,2026-03-01 12:23:40,2026-03-10,0.9,-7.1,0.0,45,Приволжский,UTC+0,662000,Круглогодично,39,Туман,Музеи и закрытые развлечения,True,Высокий,Снег
Тольятти,2026-03-11,53.31,49.25,0.2,-2.8,96.2,1029.2,5.5,333.0,9.5,0.0,,45,11173.3,,2026-03-01 12:23:40,2026-03-11,1.0,-0.5,0.0,45,Приволжский,UTC+0,662000,Круглогодично,42,Туман,Музеи и закрытые развлечения,True,Высокий,Без осадков
Тольятти,2026-03-12,53.31,49.25,-0.4,-3.8,98.1,1029.8,7.6,65.0,14.7,0.0,,45,5537.5,,2026-03-01 12:23:40,2026-03-12,0.9,-1.5,0.0,45,Приволжский,UTC+0,662000,Круглогодично,37,Туман,Музеи и закрытые развлечения,True,Высокий,Снег
Тольятти,2026-03-13,53.31,49.25,-2.1,-5.6,91.9,1029.0,6.0,104.0,9.2,0.0,,3,19634.2,,2026-03-01 12:23:40,2026-03-13,-1.0,-3.9,0.0,3,Приволжский,UTC+0,662000,Круглогодично,41,Облачно,Музеи и закрытые развлечения,True,Низкий,Снег
Тольятти,2026-03-14,53.31,49.25,-1.9,-6.1,93.9,1021.8,11.8,25.0,19.4,0.4,,51,13704.2,,2026-03-01 12:23:40,2026-03-14,0.0,-4.8,0.4,51,Приволжский,UTC+0,662000,Круглогодично,33,Морось слабая,Музеи и закрытые развлечения,True,Высокий,Снег
